temp_max_diff,temp_min_diff,sunshine_percent_total_diff,precipitation_total_mm_diff,wind_avg_diff,wind_max_diff,wind_dir_avg_diff
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4588235294117676,0.4137254901960755,6.25845051825444,0.9705882352941176,0.19805555555555546,0.2825490196078432,6.837409612965381
0.7920000000000118,0.7180000000000019,8.667794612794612,1.5140000000000002,0.3374833333333333,0.4126000000000001,15.743802989581802
0.9938775510204125,0.9061224489795925,12.71600357314643,1.9122448979591837,0.4916921768707483,0.5991836734693877,18.92621747452065
1.462500000000001,1.162499999999999,14.31425364758698,2.1083333333333334,0.6107465277777778,0.71875,25.228389635989146
2.1297872340425585,1.5361702127659584,15.425621462855506,2.521276595744681,0.6820921985815602,0.7004255319148937,36.50448329541196
2.602173913043479,1.795652173913039,19.052078758600498,2.658695652173913,0.7440036231884058,0.7828260869565219,40.8445897029983
3.1644444444444453,2.139999999999999,21.899438832772166,2.9,0.7879444444444443,0.8573333333333333,48.140700504771736
3.840909090909092,2.76363636363636,22.165193602693602,2.727272727272727,0.869185606060606,1.0284090909090908,47.62076715436354
5.314999999999998,2.8099999999999965,29.714856902356907,2.715,1.0279375,1.1315,39.945224118910765
